2984,13
3014,13
3045,74
3076,13
3107,13
3139,13
3171,55
3203,13
3236,13
3269,13
3302,13
3336,26
3370,15
3404,13
3439,13
3474,27
3509,13
3545,13
3581,13
3617,75
3654,27
3691,13
3728,13
3766,14
3804,27
3843,27
3882,41
3921,27
3961,13
4001,13
4042,15
4083,26
4124,13
4166,13
4208,13
4251,84
4294,13
4337,13
4381,13
4425,27
4470,27
4515,27
4561,13
4607,13
4654,15
4701,41
4749,27
4797,27
4845,53
4894,13
4943,13
4993,13
5043,40
5094,27
5145,28
5197,37
5249,13
5302,13
5356,13
5410,13
5465,13
5520,55
5576,14
5632,15
5689,15
5746,15
5804,15
5863,15
5922,28
5982,28
6042,41
6103,17
6165,28
6227,15
6290,182
6353,14
6417,28
6482,15
6547,15
6613,15
6680,15
6747,28
6815,15
6884,15
6953,14
7023,44
7094,15
7165,15
7237,15
7310,15
7384,15
7458,29
7533,28
7609,15
7686,30
7763,18
7841,15
7920,71
8000,15
8081,19
8162,14
8244,28
8327,15
8411,14
8496,28
8581,15
8667,28
8754,28
8842,15
8931,41
9021,41
9112,15
9204,28
9297,32
9390,41
9484,15
9579,42
9675,28
9772,15
9870,28
9969,28
10069,19
10170,28
10272,57
10375,15
10479,42
10584,28
10690,15
10797,31
10905,28
11015,14
11126,15
11238,28
11351,14
11465,15
11580,28
11696,15
11813,15
11932,15
12052,15
12173,15
12295,15
12418,15
12543,28
12669,28
12796,15
12924,32
13054,15
13185,43
13317,28
13451,15
13586,14
13722,28
13860,32
13999,15
14139,28
14281,17
14424,28
14569,15
14715,28
14863,15
15012,28
15163,15
15315,29
15469,17
15624,28
15781,51
15939,28
16099,15
16260,28
16423,16
16588,16
16754,16
16922,16
17092,16
17263,20
17436,43
17611,16
17788,16
17966,22
18146,16
18328,21
18512,64
18698,16
18885,59
19074,85
19265,16
19458,29
19653,34
19850,16
20049,32
20250,33
20453,19
20658,43
20865,43
21074,19
21285,29
21498,32
21713,16
21931,17
22151,21
22373,17
22597,16
22823,16
23052,43
23283,29
23516,16
23752,16
23990,16
24230,16
24473,16
24718,41
24966,30
25216,18
25469,16
25724,16
25982,16
26242,16
26505,29
26771,16
27039,55
27310,16
27584,16
27860,22
28139,16
28421,16
28706,16
28994,16
29284,16
29577,56
29873,16
30172,18
30474,29
30779,16
31087,17
31398,33
31712,22
32030,16
32351,190
32675,16
33002,16
33333,32
33667,16
34004,16
34345,16
34689,43
35036,16
35387,16
35741,16
36099,29
36460,23
36825,29
37194,29
37566,29
37942,16
38322,29
38706,29
39094,16
39485,16
39880,16
40279,16
40682,16
41089,16
41500,16
41916,96
42336,30
42760,16
43188,31
43620,29
44057,16
44498,16
44943,30
45393,29
45847,18
46306,16
46770,30
47238,30
47711,16
48189,110
48671,16
49158,30
49650,35
50147,18
50649,31
51156,31
51668,18
52185,44
52707,44
53235,31
53768,19
54306,31
54850,18
55399,18
55953,31
56513,18
57079,18
57650,18
58227,31
58810,18
59399,18
59993,17
60593,18
61199,17
61811,17
62430,31
63055,17
63686,18
64323,30
64967,17
65617,17
66274,18
66937,17
67607,17
68284,18
68967,31
69657,31
70354,18
71058,44
71769,44
72487,18
73212,33
73945,17
74685,86
75432,43
76187,18
76949,18
77719,17
78497,18
79282,17
80075,17
80876,17
81685,17
82502,17
83328,31
84162,45
85004,17
85855,18
86714,18
87582,46
88458,31
89343,31
90237,44
91140,31
92052,31
92973,58
93903,31
94843,17
95792,18
96750,31
97718,17
98696,18
99683,18
100680,33
101687,20
102704,18
103732,18
104770,18
105818,20
106877,18
107946,119
109026,31
110117,17
111219,31
112332,58
113456,18
114591,44
115737,31
116895,58
118064,17
119245,17
120438,31
121643,17
122860,17
124089,31
125330,24
126584,17
127850,17
129129,30
130421,18
131726,18
133044,34
134375,18
135719,18
137077,18
138448,18
139833,30
141232,18
142645,18
144072,31
145513,18
146969,17
148439,19
149924,19
151424,19
152939,19
154469,18
156014,19
157575,45
159151,20
160743,126
162351,32
163975,19
165615,32
167272,19
168945,32
170635,19
172342,19
174066,33
175807,19
177566,19
179342,19
181136,19
182948,19
184778,19
186626,19
188493,33
190378,19
192282,32
194205,50
196148,19
198110,34
200092,48
202093,19
204114,45
206156,20
208218,50
210301,27
212405,19
214530,38
216676,19
218843,19
221032,19
223243,19
225476,25
227731,19
230009,33
232310,19
234634,19
236981,19
239351,19
241745,20
244163,19
246605,21
249072,32
251563,19
254079,36
256620,87
259187,19
261779,19
264397,23
267041,19
269712,32
272410,19
275135,19
277887,46
280666,55
283473,33
286308,38
289172,19
292064,19
294985,19
297935,19
300915,32
303925,19
306965,19
310035,50
313136,19
316268,19
319431,45
322626,45
325853,22
329112,32
332404,19
335729,19
339087,45
342478,19
345903,32
349363,19
352857,45
356386,19
359950,19
363550,20
367186,19
370858,19
374567,19
378313,20
382097,19
385918,19
389778,33
393676,19
397613,19
401590,19
405606,86
409663,19
413760,59
417898,85
422077,19
426298,19
430561,19
434867,19
439216,19
443609,21
448046,21
452527,21
457053,34
461624,23
466241,20
470904,35
475614,33
480371,20
485175,60
490027,21
494928,34
499878,33
504877,20
509926,20
515026,20
520177,20
525379,21
530633,20
535940,20
541300,20
546714,33
552182,20
557704,20
563282,20
568915,20
574605,33
580352,20
586156,20
592018,22
597939,33
603919,22
609959,20
616059,37
622220,30
628443,34
634728,61
641076,33
647487,33
653962,25
660502,20
667108,20
673780,20
680518,22
687324,83
694198,20
701140,25
708152,20
715234,20
722387,21
729611,20
736908,34
744278,19
751721,20
759239,19
766832,20
774501,33
782247,45
790070,20
797971,20
805951,20
814011,34
822152,20
830374,20
838678,20
847065,49
855536,20
864092,20
872733,85
881461,21
890276,20
899179,21
908171,20
917253,34
926426,20
935691,33
945048,47
954499,20
964044,32
973685,21
983422,22
993257,29
1003190,22
1013222,20
1023355,20
1033589,20
1043925,35
1054365,34
1064909,19
1075559,20
1086315,33
1097179,22
1108151,20
1119233,20
1130426,20
1141731,34
1153149,34
1164681,33
1176328,21
1188092,22
1199973,72
1211973,33
1224093,47
1236334,20
1248698,21
1261185,33
1273797,33
1286535,59
1299401,20
1312396,20
1325520,34
1338776,22
1352164,22
1365686,21
1379343,47
1393137,37
1407069,34
1421140,23
1435352,21
1449706,23
1464204,48
1478847,49
1493636,22
1508573,22
1523659,23
1538896,21
1554285,49
1569828,50
1585527,36
1601383,21
1617397,22
1633571,22
1649907,38
1666407,48
1683072,35
1699903,21
1716903,36
1734073,21
1751414,44
1768929,35
1786619,21
1804486,22
1822531,22
1840757,21
1859165,21
1877757,35
1896535,22
1915501,22
1934657,23
1954004,22
1973545,22
1993281,35
2013214,22
2033347,22
2053681,22
2074218,36
2094961,21
2115911,22
2137071,164
2158442,22
2180027,22
2201828,21
2223847,21
2246086,22
2268547,22
2291233,21
2314146,49
2337288,35
2360661,35
2384268,34
2408111,22
2432193,34
2456515,21
2481081,35
2505892,21
2530951,22
2556261,35
2581824,48
2607643,21
2633720,22
2660058,78
2686659,34
2713526,21
2740662,38
2768069,22
2795750,21
2823708,49
2851946,36
2880466,22
2909271,48
2938364,22
2967748,22
2997426,49
3027401,21
3057676,21
3088253,34
3119136,41
3150328,22
3181832,21
3213651,47
3245788,21
3278246,22
3311029,22
3344140,22
3377582,22
3411358,22
3445472,22
3479927,21
3514727,23
3549875,21
3585374,22
3621228,39
3657441,48
3694016,22
3730957,21
3768267,61
3805950,49
3844010,22
3882451,22
3921276,60
3960489,77
4000094,23
4040095,25
4080496,25
4121301,71
4162515,37
4204141,23
4246183,22
4288645,23
4331532,49
4374848,23
4418597,23
4462783,28
4507411,23
4552486,23
4598011,23
4643992,23
4690432,23
4737337,23
4784711,23
4832559,36
4880885,23
4929694,23
4978991,23
5028781,23
5079069,36
5129860,23
5181159,52
5232971,23
5285301,36
5338155,61
5391537,36
5445453,63
5499908,23
5554908,36
5610458,23
5666563,23
5723229,62
5780462,23
5838267,52
5896650,93
5955617,24
6015174,35
6075326,22
6136080,36
6197441,23
6259416,37
6322011,36
6385232,23
6449085,36
6513576,35
6578712,35
6644500,23
6710946,36
6778056,69
6845837,29
6914296,23
6983439,36
7053274,23
7123807,23
7195046,23
7266997,23
7339667,23
7413064,24
7487195,24
7562067,40
7637688,37
7714065,50
7791206,24
7869119,23
7947811,23
8027290,22
8107563,50
8188639,23
8270526,51
8353232,22
8436765,49
8521133,23
8606345,23
8692409,23
8779334,23
8867128,23
8955800,23
9045359,23
9135813,63
9227172,50
9319444,23
9412639,23
9506766,88
9601834,22
9697853,23
9794832,36
9892781,23
9991709,23
10091627,29
10192544,23
10294470,41
10397415,63
10501390,25
10606404,105
10712469,49
10819594,24
10927790,24
11037068,24
11147439,49
11258914,23
11371504,23
11485220,25
11600073,35
11716074,38
11833235,23
11951568,35
12071084,24
12191795,25
12313713,63
12436851,51
12561220,24
12686833,24
12813702,37
12941840,24
13071259,24
13201972,24
13333992,37
13467332,24
13602006,37
